"Curso","Asignatura","Codigo","Fisico","Online","Creditos","Tipo","Departamento","Vigencia","Cod Plan","Titulacion","Cod Centro","Centro","Annyo","Fecha"
"1","Métodos Alternativos de Resolución de Conflictos (conciliación, Mediación y Arbitraje)","51300013","SI","SI","","OBLIGATORIA","","","M130","Doble Máster Universitario en Abogacía y Derecho Público","20","Facultad de Derecho","Curso 2023-24","20240307"
"2","Tecnologías de los Medios Audiovisuales II","1920015","SI","NO","","OBLIGATORIA","","","192","Grado en Comunicación Audiovisual","2","Facultad de Comunicación","Curso 2022-23","20220920"
"4","Industrias Culturales Audiovisuales","1920039","SI","SI","","OBLIGATORIA","","","192","Grado en Comunicación Audiovisual","2","Facultad de Comunicación","Curso 2022-23","20220923"
"2","Sector Público","1510019","SI","SI","","OBLIGATORIA","","","151","Grado en Administración y Dirección de Empresas","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240416"
"1","Geografía Física","2570005","","","","TRONCAL / FORMACIÓN BÁSICA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"2","Contabilidad Financiera II","2290024","SI","SI","","OBLIGATORIA","","","229","Doble Grado en Derecho y en Finanzas y Contabilidad","7","Facultad de Turismo y Finanzas","Curso 2023-24","20240304"
"4","Matemáticas de las Operaciones Financieras","1560044","SI","SI","","OPTATIVA","","","156","Grado en Economía","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240520"
"3","Alemán Turístico II","2600022","","","","OBLIGATORIA","","","260","Grado en Turismo (2024)","7","Facultad de Turismo y Finanzas","",""
"2","Proyectos 4","2330019","SI","SI","","OBLIGATORIA","","","233","Grado en Fundamentos de Arquitectura","15","E.T.S. de Arquitectura","Curso 2022-23","20230925"
"4","Álgebra, Combinatoria y Computación","2410058","SI","SI","","OPTATIVA","","","241","Doble Grado en Matemáticas y Estadística","17","Facultad de Matemáticas","Curso 2022-23","20200212"
"1","Técnicas Creativas Narrativas y Construcción de la Historia","51840025","NO","NO","","OBLIGATORIA","","","M184","Máster Universitario en Guión, Narrativa y Creatividad Audiovisual (2019)","2","Facultad de Comunicación","Curso 2022-23","20221108"
"1","El Español de América: La Lengua en la Construcción Social y Cultural de Hispanoamérica","51210007","SI","SI","","OPTATIVA","","","M121","Máster Universitario en Estudios Americanos","4","Facultad de Geografía e Historia","Curso 2015-16","20160512"
"1","Iglesia y Corrientes Religiosas en la Edad Moderna","51350014","SI","SI","","OPTATIVA","","","M135","Máster Universitario en Estudios Históricos Avanzados","4","Facultad de Geografía e Historia","Curso 2016-17","20161004"
"1","Introducción a la Metodología de Investigación Cuantitativa","52140022","","","","OBLIGATORIA","","","M214","Máster Un.en Nuevas Tendencias Asistenciales y de Investigación en CC.Salud","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"1","Androcentrismo, Sesgo de Género y Prácticas Avanzadas en Violencia de Género","52140005","","","","OPTATIVA","","","M214","Máster Un.en Nuevas Tendencias Asistenciales y de Investigación en CC.Salud","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"1","Fundamentos Físicos de la Informática","2050004","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","205","Grado en Ingeniería Informática-Ingeniería del Software","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"4","Propagación Vegetal","1980057","SI","SI","","OPTATIVA","","","198","Grado en Ingeniería Agrícola","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20240108"
"1","Modelos de Pensamiento en Asia Oriental","2190077","","","","TRONCAL / FORMACIÓN BÁSICA","","","219","Grado en Estudios de Asia Oriental por la Unv.de Sevilla y la Unv.de Málaga","12","Facultad de Filosofía","",""
"2","Administración de Empresas","1800011","SI","SI","","OBLIGATORIA","","","180","Grado en Marketing e Investigación de Mercados","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240202"
"4","Acceso Inteligente a la Información","2470033","SI","","","OPTATIVA","","","247","Doble Grado Ingeniería Informática-Tecnologías Informáticas y Matemáticas","3","E.T.S. Ingeniería Informática","Curso 2022-23",""
"4","Literatura Italiana desde el Renacimiento hasta la Ilustración","1840063","NO","NO","","OPTATIVA","","","184","Grado en Filología Clásica","16","Facultad de Filología","N",""
"1","Crítica Textual en las Literaturas Hispánicas","50760003","SI","SI","","OBLIGATORIA","","","M076","Máster Universitario en Estudios Hispánicos Superiores","16","Facultad de Filología","Curso 2016-17","20161115"
"1","Estudios de Impacto Económico","51820011","SI","SI","","OPTATIVA","","","M182","Máster Universitario en Consultoría Económica y Análisis Aplicado (2018)","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240115"
"1","Fundamentos de Contabilidad","1610003","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","161","Grado en Finanzas y Contabilidad","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"3","Materiales y Técnicas Gráficas","1930029","SI","SI","","OBLIGATORIA","","","193","Grado en Conservación y Restauración de Bienes Culturales","21","Facultad de Bellas Artes","Curso 2023-24","20231031"
"","Aspectos Socioculturales e Interculturales en el Aula de Idiomas","50440087","NO","NO","","OPTATIVA","","","M044","Máster Univers. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas","302","Escuela Internacional de Posgrado","Curso 2012-13","N"
"","Aprendizaje y Enseñanza de las Materias de Educación Física","50440055","NO","NO","","OBLIGATORIA","","","M044","Máster Univers. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas","302","Escuela Internacional de Posgrado","Curso 2012-13","N"
"3","Organización del Trabajo y Prevención de Riesgos Laborales","51920049","SI","SI","","OBLIGATORIA","","","M192","Doble M.U.en Ingeniería Industrial y Diseño Avanzado en Ingeniería Mecánica","45","E.T.S. de Ingeniería","Curso 2023-24","20231010"
"1","Economía Circular y Sostenibilidad (DIS)","52210012","","","","OPTATIVA","","","M221","Máster Universitario en Ingeniería Industrial (2024)","45","E.T.S. de Ingeniería","",""
"1","Automatización y Control de Sistemas de Producción","51460002","SI","SI","","OBLIGATORIA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","Curso 2023-24","20231006"
"1","Derecho Penal, Medicina, Genética y Biotecnología","51860007","SI","SI","","OPTATIVA","","","M186","Máster Universitario en Derecho Penal y Ciencias Criminales","20","Facultad de Derecho","Curso 2023-24","20240215"
"4","Fundamentos de la Animación","1900059","SI","SI","","OPTATIVA","","","190","Grado en Bellas Artes","21","Facultad de Bellas Artes","Curso 2023-24","20231027"
"2","Ampliación de Matemáticas y Métodos Numéricos","2210016","SI","SI","","OBLIGATORIA","","","221","Grado en Ingeniería de la Energía por la Un. de Sevilla y la Un. de Málaga","45","E.T.S. de Ingeniería","Curso 2023-24","20240220"
"1","Literatura y Otras Artes","51370014","SI","SI","","OPTATIVA","","","M137","Máster Universitario en Estudios Lingüísticos, Literarios y Culturales","16","Facultad de Filología","Curso 2016-17","20161014"
"4","Patología Médica de Sistemas: Cardiovascular, Respiratorio y Digestivo","1720034","SI","SI","","OBLIGATORIA","","","172","Grado en Medicina","14","Facultad de Medicina","Curso 2021-22","20211215"
"3","Fundamentos del Rugby, Hockey y su Enseñanza","2450058","NO","SI","","OPTATIVA","","","245","Doble Grado en Fisioterapia y Ciencias de la Actividad Física y del Deporte","18","Facultad de Ciencias de la Educación","Curso 2021-22","20211215"
"3","Demografía","2410026","SI","SI","","OBLIGATORIA","","","241","Doble Grado en Matemáticas y Estadística","17","Facultad de Matemáticas","Curso 2022-23","20200212"
"1","Filipinas y el Pacífico: de la Colonia a la Independencia","51210047","NO","NO","","OPTATIVA","","","M121","Máster Universitario en Estudios Americanos","4","Facultad de Geografía e Historia","N",""
"1","Teoría de la Literatura","1590015","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","159","Grado en Filología Hispánica","16","Facultad de Filología","Curso 2019-20","20200508"
"1","Lengua Francesa I","1820010","SI","NO","","OBLIGATORIA","","","182","Grado en Estudios Franceses","16","Facultad de Filología","Curso 2014-15","20150227"
"3","Ecología II","1530043","SI","SI","","OBLIGATORIA","","","153","Grado en Biología","5","Facultad de Biología","Curso 2023-24","20240528"
"3","Psicología de la Intervención Social y Comunitaria","1760024","SI","SI","","OBLIGATORIA","","","176","Grado en Psicología","13","Facultad de Psicología","Curso 2021-22","20211004"
"1","Fundamentos de Psicobiología","1760002","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","176","Grado en Psicología","13","Facultad de Psicología","Curso 2021-22","20211004"
"2","Desarrollo del Pensamiento Matemático Infantil","2510013","","","","OBLIGATORIA","","","251","Doble Grado en Educación Infantil y Educación Primaria","18","Facultad de Ciencias de la Educación","",""
"1","Química I","2310007","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","231","Doble Grado en Física y en Ingeniería de Materiales","6","Facultad de Física","Curso 2023-24","20240425"
"4","Desarrollo Regional y Turismo en Andalucía","1640040","SI","SI","","OPTATIVA","","","164","Grado en Geografía y Gestión del Territorio","4","Facultad de Geografía e Historia","Curso 2012-13","N"
"1","Operaciones Básicas de Laboratorio","2320008","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","232","Doble Grado en Química y en Ingeniería de Materiales","22","Facultad de Química","Curso 2023-24","20240307"
"2","Protohistoria de Europa","2420015","SI","SI","","OBLIGATORIA","","","242","Grado en Arqueología por la Unv. de Granada, Unv. de Jaén y Unv.de Sevilla","4","Facultad de Geografía e Historia","Curso 2015-16","20160510"
"1","Seminarios de Investigación","52220014","","","","OBLIGATORIA","","","M222","Máster Universitario en Química Sanitaria (US, UCO, UHU y UNEX)","22","Facultad de Química","",""
"4","Laboratorio de Farmacia","1580046","SI","SI","","OBLIGATORIA","","","158","Grado en Farmacia","19","Facultad de Farmacia","Curso 2015-16","20151008"
"4","Optimización","2070060","SI","NO","","OPTATIVA","","","207","Grado en Ingeniería Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231004"
"","Sociedad, Familia y Educación","50440003","SI","SI","","OBLIGATORIA","","","M044","Máster Univers. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas","302","Escuela Internacional de Posgrado","Curso 2012-13","N"
"1","Formación y Comunicación en Prevención","52230008","","","","OBLIGATORIA","","","M223","Máster Universitario en Prevención de Riesgos Laborales en Construcción","98","E.T.S. de Ingeniería de Edificación","",""
"1","Ingeniería Sanitaria","51900014","SI","SI","","OPTATIVA","","","M190","Máster Universitario en Ingeniería de Caminos, Canales y Puertos (2019)","45","E.T.S. de Ingeniería","Curso 2023-24","20231204"
"2","Ingeniería Estructural III","51950032","SI","SI","","OBLIGATORIA","","","M195","Doble Máster Universitario en Ingeniería Industrial y en Ingeniería Química","45","E.T.S. de Ingeniería","Curso 2023-24","20231024"
"4","Cooperación Judicial Penal Internacional","2180022","SI","NO","","OPTATIVA","","","218","Grado en Criminología","20","Facultad de Derecho","Curso 2022-23","20221110"
"1","Constitución y Derechos Procesales, Orden Público y Derecho Penal","50620002","SI","SI","","OBLIGATORIA","","","M062","Máster Universitario en Derecho Público","20","Facultad de Derecho","Curso 2023-24","20240208"
"4","Proyecto Integral de Plantas Industriales","2080047","SI","SI","","OPTATIVA","","","208","Grado en Ingeniería Química","45","E.T.S. de Ingeniería","Curso 2023-24","20240112"
"2","Diferenciación de Funciones de Varias Variables","2410011","SI","SI","","OBLIGATORIA","","","241","Doble Grado en Matemáticas y Estadística","17","Facultad de Matemáticas","Curso 2022-23","20200212"
"4","Dirección Estratégica de Operaciones","1510037","SI","SI","","OPTATIVA","","","151","Grado en Administración y Dirección de Empresas","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240124"
"3","Desarrollo Regional y Turismo en Andalucía","2570074","","","","OPTATIVA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"1","Modelo Biopsicosocial en el Abordaje del Dolor","52140028","","","","OPTATIVA","","","M214","Máster Un.en Nuevas Tendencias Asistenciales y de Investigación en CC.Salud","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"1","Bioética en Ciencias de la Salud","52140010","","","","OBLIGATORIA","","","M214","Máster Un.en Nuevas Tendencias Asistenciales y de Investigación en CC.Salud","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"4","Régimen Jurídico del Mercado","1800047","SI","SI","","OBLIGATORIA","","","180","Grado en Marketing e Investigación de Mercados","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240205"
"4","Horticultura y Cultivos Ornamentales (HJ) (GIA)","2460042","SI","SI","","OPTATIVA","","","246","Doble Grado en Ingeniería Agrícola (US) y Grado Ciencias Ambientales (UPO)","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231218"
"3","Psicología del Pensamiento y del Lenguaje","1760026","SI","SI","","OBLIGATORIA","","","176","Grado en Psicología","13","Facultad de Psicología","Curso 2021-22","20211004"
"2","Terapéutica Enfermera, Alimentación y Cuidados","1570019","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","157","Grado en Enfermería","11","Facultad de Enfermería, Fisioterapia y Podología","Curso 2021-22","20141215"
"4","Complementos de Hidrología (CC, TS)","2250072","SI","SI","","OPTATIVA","","","225","Grado en Ingeniería Civil","45","E.T.S. de Ingeniería","Curso 2023-24","20231130"
"3","Procesos de Fabricación","2010023","SI","SI","","OBLIGATORIA","","","201","Grado en Ingeniería Electrónica Industrial","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"1","Medicina del Trabajo","52230015","","","","OBLIGATORIA","","","M223","Máster Universitario en Prevención de Riesgos Laborales en Construcción","98","E.T.S. de Ingeniería de Edificación","",""
"1","Dinámicas de Trabajo en Grupo","52230004","","","","OPTATIVA","","","M223","Máster Universitario en Prevención de Riesgos Laborales en Construcción","98","E.T.S. de Ingeniería de Edificación","",""
"1","Modelado y Optimización de Problemas de Gestión","51630013","SI","SI","","OPTATIVA","","","M163","Máster Universitario en Organización Industrial y Gestión de Empresas","45","E.T.S. de Ingeniería","Curso 2023-24","20231026"
"1","Introducción a la Economía","2610006","","","","TRONCAL / FORMACIÓN BÁSICA","","","261","Doble Grado en Administración y Dirección de Empresas y en Finanzas y Conta","1","Facultad de CC. Económ. y Empresariales","",""
"1","Seminarios en Fisiología y Neurociencia","50830041","NO","NO","","OBLIGATORIA","","","M083","Máster Universitario en Fisiología y Neurociencia","302","Escuela Internacional de Posgrado","N",""
